statement,occurences,proposed label
 sinusrhythmus ueberdrehter linkstyp rechtsschenkelblock qrs ( t ) abnormal lateraler infarkt wahrscheinlich alt inferiorer infarkt mögl akut ,1,
 sinusrhythmus av block i p - verbreiterung lagetyp normal unvollständiger rechtsschenkelblock qt - verlängerung ,1,
 sinustachykardie lagetyp normal t überhöht in v2 - xxxx ,1,
 sinusarrhythmie verdacht auf p - sinistrocardiale linkstyp r - s #bergang in v ableitungen nach rechts verschoben t neg in iii ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung t abnorm in anterioren ableitungen inferolateralen ableitungen ,1,
 ruhe - ecg zur ergometrie normal alles ,1,
 sinusrhythmus lagetyp normal st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung t abnormal in lateralen ableitungen ,2,
 mlt sinusbradykardie atriale leitungsstörung wahrscheinlich normales ecg ,1,
 sinusrhythmus ueberdrehter linkstyp qrs ( t ) abnorm anteroseptaler infarkt wahrscheinlich alt ,1,
 sinusrhythmus lagetyp normal periphere niederspannung st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung t abnormal in lateralen ableitungen inferioren ableitungen ,1,
 sinusrhythmus p - verbreiterung linkstyp t abnormal in hochlateralen ableitungen ,1,
 sinustachykardie lagetyp normal qrs ( t ) abnormal hochlateraler infarkt möglich edit lmi xxxx qs+tnegavl ( lmi xxxx ) ,1,
 sinusrhythmus slt partieller rechts schenkelblock avf v1 v2 t negativ in iii v2 ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnormal anteroseptaler myokardschaden nicht auszuschliessen st and t abnormal wahrscheinlich anterolaterale ischämie oder linksbelastung ,1,
 sinusrhythmus respiratorische arrhythmie chronischer anteroseptaler infarkt sicher t negativ in v1 - v5 i ii t terminal negativ in v6 q in v1 - v3 ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anteriorer infarkt alter unbest hochlateraler infarkt nicht auszuschliessen xxxx unbestätigter bericht ,1,
 trace only requested edit asmi xxxx tor ( asmi xxxx ) ,1,
 sinusrhythmus rechtstyp qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen ,1,
 sinusrhythmus lagetyp normal st n vorderwandinfarkt ,1,
 sinusrhythmus linkstyp qrs ( t ) abnorm anteroseptaler myokardschaden möglich qt - verlängerung xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern lagetyp normal unvollständiger rechtsschenkelblock unspezifisches abnormales t qt - verlängerung ,1,
 supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal unvollständiger rechtsschenkelblock qrs ( t ) abnorm anterolateraler myokardschaden möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus p - verbreiterung ueberdrehter linkstyp unspezifische intraventrikuläre leitungsstörung linkshypertrophie möglich qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinusrhythmus av block i ueberdrehter linkstyp unspezifischer intraventrikulärer block qrs ( t ) abnormal septaler infarkt nicht auszuschliessen ,1,
 sinusrhythmus p - sinistrocardiale linkstyp st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung hochlaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinusbradykardie av block i ueberdrehter linkstyp vollständiger links schenkelblock st - hebung über v1 - v4 t terminal negativ in iii v1 t flach in avf v6 schlechte r - progression ,1,
 sinusrhythmus p - verbreiterung lagetyp normal unspezifische abnorme st - senkung xxxx unbestätigter bericht edit norm xxxx ( nst_ ) ,1,
 sinusrhythmus p - verbreiterung lagetyp normal qrs ( t ) abnormal inferiorer myokardschaden möglich ,1,
 sinusrhythmus lagetyp normal st and t abnormal wahrscheinlich anterolaterale ischämie oder linksbelastung t abnormal in inferolateralen ableitungen ,1,
 sinusrhythmus linkstyp vollständiger rechtsschenkelblock links ant fascicular block t - veraenderungen pathologisch ,1,
 supraventrikuläre extrasystole ( n ) sinusrhythmus rechtstyp vollständiger rechtsschenkelblock st - hebung in avr st - senkung in ii iii avf v3 - v6 path ecg edit asmi xxxx crbbb tiefe qiii avf und qv1 ( asmi xxxx imi xxxx crbbb ) ,1,
 ventrikuläre extrasystole ( n ) supraventrikuläre extrasystole ( n ) sinustachykardie linkstyp qrs ( t ) abnormal anterolateraler myokardschaden nicht auszuschliessen inferiorer infarkt möglich t abnormal in anterioren ableitungen ,1,
 sinusrhythmus lagetyp normal periphere niederspannung unspezifisches abnormes t xxxx unbestätigter bericht edit ilmi xxxx ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,2,
 sinusrhythmus linkstyp unvollständiger rechtsschenkelblock qrs ( t ) abnorm anterolateraler infarkt möglich t abnorm in anteroseptalen ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm anterolateraler myokardschaden nicht auszuschliessen t abnorm in inferolateralen ableitungen xxxx unbe ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anterolateraler infarkt alter unbest inferiorer infarkt wahrscheinlich alt t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus p - verbreiterung lagetyp normal linkshypertrophie möglich qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp periphere niederspannung qrs ( t ) abnormal t abnormal in hochlateralen ableitungen ,1,
 sinusrhythmus lagetyp normal st n anteriorem infarkt vor xxxx tagen rsb ,1,
 sinusrhythmus av block i lagetyp normal periphere niederspannung qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus p - verbreiterung linkstyp qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal unspezifische intraventrikuläre leitungsstörung qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen ,2,
 sinusrhythmus p - verbreiterung lagetyp normal linkshypertrophie xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus p - verbreiterung lagetyp normal unspezifische intraventrikuläre leitungsstörung linkshypertrophie xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus linkstyp unspezifische abnorme st - senkung xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung ,1,
 ventrikuläre extrasystole ( n ) bigeminus interponierte ventrikuläre extrasystole ( n ) sinus arrhythmie lagetyp normal qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen ,1,
 sinusrhythmus linkstyp periphere niederspannung qrs ( t ) abnormal ,1,
 q wave in inferior leads are probably normal ,1,
 sinusrhythmus lagetyp normal st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung laterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinus arrhythmie linkstyp qt - verlängerung xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal unspezifische intraventrikuläre leitungsstörung mässige amplitudenkriterien für linkshypertrophie qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal unspezifischer intraventrikulärer block qrs ( t ) abnorm anteriorer infarkt möglich inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern lagetyp normal qrs ( t ) abnorm anteroseptaler infarkt alter unbest st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnormal hochlateraler infarkt möglich edit lmi xxxx ( lmi xxxx ) ,1,
 sinusrhythmus p - sinistrocardiale lagetyp normal linkshypertrophie qrs ( t ) abnorm anteroseptaler infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus schwierig bestimmbare qrs - achse qrs ( t ) abnorm anteriorer infarkt alter unbest inferolateraler infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 supraventrikuläre extrasystole ( n ) sinusarrhythmie linkstyp linkshypertrophie pathologisch ,1,
 sinusrhythmus lagetyp normal vorhofsueberlastung links atriale leitungsstoerung fehlende r - progression v1 - xxxx pathologisch ,1,
 sinusrhythmus av block i ueberdrehter linkstyp unvollständiger rechtsschenkelblock qrs ( t ) abnormal anterolateraler infarkt wahrscheinlich alt inferiorer infarkt wahrscheinlich alt ,1,
 supraventrikuläre extrasystole ( n ) interponierte supraventrikuläre extrasystole ( n ) sinusrhythmus verdacht auf p - sinistrocardiale linkstyp qrs ( t ) abnorm anterolateraler infarkt möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal qrs ( t ) abnorm anteroseptaler myokardschaden nicht auszuschliessen xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp av - block xxxx grades qrs ( t ) abnormal posteriorer infarkt chronisch moeglich vorhofsueberlastung links moeglich pathologisch ,1,
 sinusrhythmus p - verbreiterung lagetyp normal qrs ( t ) abnorm inferiorer infarkt alter unbest st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp unspezifische intraventrikuläre leitungsstörung st and t abnormal wahrscheinlich hochlaterale ischämie oder linksbelastung ,1,
 sinusrhythmus lagetyp normal t abnorm in anterioren ableitungen lateralen ableitungen inferolateralen ableitungen qt - verlängerung xxxx unbestätigter bericht ,2,
 tachykardes vorhofflimmern lagetyp normal qrs ( t ) abnorm lateraler infarkt wahrscheinlich alt inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinusrhythmus p - sinistrocardiale lagetyp normal unvollständiger rechtsschenkelblock unspezifische abnormale st - senkung unspezifisches abnormes t ,1,
 sinusrhythmus linkstyp qrs ( t ) abnormal intraventr leitungsstoerung inferiorer infarkt wahrscheinlich alt pathologisch ,1,
 tachykardes vorhofflimmern linkstyp qrs ( t ) abnormal anteroseptaler infarkt alter unbest inferiorer infarkt wahrscheinlich alt ,1,
 sinustachykardie lagetyp normal qrs ( t ) abnorm anterolateraler myokardschaden möglich inferiorer myokardschaden möglich xxxx unbestätigter bericht ,1,
 vorhofflimmern - flattern linkstyp periphere niederspannung qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt ,1,
 sinusrhythmus linkstyp qrs ( t ) abnorm anteriorer infarkt alter unbest st and t abnorm wahrscheinlich laterale ischämie oder linksbelastung xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinus arrhythmie linkstyp qrs ( t ) abnorm anterolateraler myokardschaden möglich t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal qrs ( t ) abnorm anterolateraler myokardschaden nicht auszuschliessen t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus p - verbreiterung lagetyp normal qrs ( t ) abnorm anteroseptaler infarkt alter unbest xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale ueberdrehter linkstyp unspezifischer intraventrikulärer block xxxx unbestätigter bericht ,1,
 sinusrhythmus lagetyp normal periphere niederspannung t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,2,
 sinusrhythmus ueberdrehter linkstyp linksanteriorer fascicular block unvollständiger rechtsschenkelblock ,1,
 sinus arrhythmie av block i linkstyp qrs ( t ) abnormal anteroseptaler infarkt alter unbest ,1,
 sinusrhythmus av block i p - verbreiterung linkstyp qrs ( t ) abnorm anteroseptaler myokardschaden möglich st and t abnorm wahrscheinlich anteriore ischämie oder linksbelastung hochlaterale ischämie oder linksbelastung t abnorm in inferolateralen able ,1,
 sinus arrhythmie p - verbreiterung lagetyp normal linkshypertrophie xxxx unbestätigter bericht ,1,
 sinus arrhythmie ueberdrehter linkstyp qrs ( t ) abnormal anteroseptaler infarkt wahrscheinlich alt ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus linkstyp linkshypertrophie möglich qrs ( t ) abnorm inferiorer infarkt möglich xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) bigeminus sinusrhythmus linkstyp mässige amplitudenkriterien für linkshypertrophie xxxx unbestätigter bericht ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale lagetyp normal t abnormal in inferioren ableitungen chron inferiorer infarkt möglich ( q in iii ) st - hebung in v2 - xxxx ,1,
 supraventrikuläre extrasystole ( n ) sinusrhythmus lagetyp normal unspezifische intraventrikuläre leitungsstörung linkshypertrophie möglich qrs ( t ) abnormal anteroseptaler myokardschaden möglich ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus linkstyp qrs ( t ) abnorm anterolateraler infarkt möglich inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinustachykardie ueberdrehter linkstyp qrs ( t ) abnormal inferiorer infarkt wahrscheinlich alt t abnormal in hochlateralen ableitungen ,1,
 sinusrhythmus ueberdrehter linkstyp unspezifischer intraventrikulärer block qrs ( t ) abnorm anteriorer infarkt alter unbest inferiorer infarkt wahrscheinlich alt xxxx unbestätigter bericht ,1,
 sinus arrhythmie lagetyp normal linkshypertrophie ,1,
 vorhofflimmern - flattern linkstyp mässige amplitudenkriterien für linkshypertrophie st abnorm möglicherweise inferiorer innenschichtsschaden xxxx unbestätigter bericht ,1,
 sinusbradykardie überdrehter linkstyp linksanteriorer hemiblockintraventr leitungsstörung i t neg in v2 - v5 path ecg ,1,
 linkslagetyp st - strecke aszendierend in v2 st - senkung in iii normales ecg ,1,
 sinusrhythmus lagetyp normal v1 - v4 aszendierend normales ecg ,1,
 supraventrikuläre arrhythmie p - sinistrocardiale ueberdrehter linkstyp linksanteriorer fascicular block rechtsschenkelblock bifaszikulärer block qrs ( t ) abnorm septaler infarkt nicht auszuschliessen xxxx unbestätigter bericht ,1,
 sinusrhythmus av block i p - sinistrocardiale ueberdrehter linkstyp linksanteriorer fascicular block unspezifischer intraventrikulärer block rechtshypertrophie möglich qrs ( t ) abnorm anteriorer infarkt möglich xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp r - s übergang in v ableitungen nach rechts verschoben qrs ( t ) abnorm inferiorer infarkt alter unbest st and t abnorm wahrscheinlich anterolaterale ischämie oder linksbelastung xxxx unbestätigter beri ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus av block i linkstyp xxxx unbestätigter bericht ,1,
 sinus arrhythmie linkstyp qrs ( t ) abnorm anteroseptaler infarkt alter unbest inferiorer infarkt wahrscheinlich alt t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 sinusrhythmus linkstyp qrs ( t ) abnorm anteroseptaler infarkt alter unbest inferiorer myokardschaden nicht auszuschliessen t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 sinusbradykardie lagetyp normal periphere niederspannung unvollständiger rechtsschenkelblock qrs ( t ) abnorm inferiorer infarkt wahrscheinlich alt t abnorm in anterioren ableitungen xxxx unbestätigter bericht ,1,
 regelmässiger rhythmus keine p - welle erkannt lagetyp normal st and t abnormal wahrscheinlich anteriore ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 supraventrikuläre extrasystole ( n ) supraventrikuläre arrhythmie lagetyp normal t abnorm in inferioren ableitungen xxxx unbestätigter bericht ,1,
 ventrikuläre extrasystole ( n ) sinustachykardie av block i lagetyp normal unspezifisches abnormales t ,1,
 g tachykardes vorhofflimmern lagetyp normal ,1,
 ventrikuläre extrasystole ( n ) sinusrhythmus p - sinistrocardiale linkstyp unspezifischer intraventrikulärer block xxxx unbestätigter bericht ,2,
 sinusrhythmus linkstyp qrs ( t ) abnormal inferiorer myokardschaden nicht auszuschliessen st and t abnormal wahrscheinlich hochlaterale ischämie oder linksbelastung ,1,
 vorhofflimmern - flattern linkstyp st and t abnormal wahrscheinlich anterolaterale ischämie oder linksbelastung inferolaterale ischämie oder linksbelastung ,1,
 sinusrhythmus lagetyp normal unvollständiger linksschenkelblock unspezifisches abnormales t ,1,
 sinusrhythmus verdacht auf p - sinistrocardiale linkstyp unvollständiger rechtsschenkelblock qrs ( t ) abnorm inferiorer infarkt alter unbest xxxx unbestätigter bericht ,1,
